"title","speaker","lines"
"Right Hand Man","WASHINGTON","Head full of fantasies of dyin' like a martyr?"
"Right Hand Man","HAMILTON","Yes"
"Right Hand Man","WASHINGTON","Dying is easy, young man. Living is harder"
"Right Hand Man","HAMILTON","Why are you telling me this?"
"Right Hand Man","WASHINGTON","I'm being honest"
"Right Hand Man","WASHINGTON","I'm working with a third of what our Congress has promised"
"Right Hand Man","WASHINGTON","We are a powder keg about to explode"
"Right Hand Man","WASHINGTON","I need someone like you to lighten the load. So?"
"Right Hand Man","COMPANY EXCEPT HAMILTON","I am not throwin' away my shot!"
"Right Hand Man","COMPANY EXCEPT HAMILTON","I am not throwin' away my shot!"
"Right Hand Man","COMPANY EXCEPT HAMILTON","Ayo, I'm just like my country, I'm young"
"Right Hand Man","COMPANY EXCEPT HAMILTON","Scrappy and hungry!"
"Right Hand Man","HAMILTON","I am not throwing away my shot!"
"Right Hand Man","WASHINGTON","Son"
"Right Hand Man","WASHINGTON & COMPANY","We are outgunned, outmanned!"
"Right Hand Man","HAMILTON","You need all the help you can get"
"Right Hand Man","HAMILTON","I have some friends. Laurens, Mulligan"
"Right Hand Man","HAMILTON","Marquis de Lafayette, okay, what else?"
"Right Hand Man","WASHINGTON & COMPANY","Outnumbered, outplanned!"
"Right Hand Man","HAMILTON","We'll need some spies on the inside"
"Right Hand Man","HAMILTON","Some King's men who might let some things slide"
"Right Hand Man","COMPANY","Boom!"
"Right Hand Man","ANGELICA/ELIZA/PEGGY/WOMEN","Whoa, whoa, whoa"
"Right Hand Man","HAMILTON","I'll write to Congress and tell 'em we need supplies, you rally the guys,"
"Right Hand Man","HAMILTON","Master the element of surprise"
"Right Hand Man","COMPANY","Chicka-boom!"
"Right Hand Man","ANGELICA/ELIZA/PEGGY/WOMEN","Whoa, whoa, whoa..."
"Right Hand Man","HAMILTON","I'll rise above my station, organize your information"
"Right Hand Man","ANGELICA/ELIZA/PEGGY/WOMEN","Whoa, whoa, whoa ..."
"Right Hand Man","HAMILTON","Til we rise to the occasion of our new nation. Sir!"
"Right Hand Man","ENSEMBLE","Here comes the General!"
"Right Hand Man","HAMILTON","Rise up!"
"Right Hand Man","LAFAYETTE/LAURENS/MULLIGAN","What?"
"Right Hand Man","ENSEMBLE","Here comes the General!"
"Right Hand Man","ANGELICA/ELIZA/HAMILTON/PEGGY & WOMEN","Rise up!"
"Right Hand Man","LAFAYETTE/LAURENS/MULLIGAN","What?"
"Right Hand Man","ENSEMBLE","Here comes the General!"
"Right Hand Man","ANGELICA/ELIZA/HAMILTON/PEGGY","Rise up!"
"Right Hand Man","LAFAYETTE/LAURENS/MULLIGAN","What?"
"Right Hand Man","COMPANY","Here comes the General!"
"Right Hand Man","HAMILTON","What?"
"Right Hand Man","WASHINGTON","And his right hand man!"
"Right Hand Man","COMPANY","Boom!"
"A Winter's Ball","BURR","How does the bastard, orphan, son of a whore"
"A Winter's Ball","BURR","Go on and on"
"A Winter's Ball","BURR","Grow into more of a phenomenon?"
"A Winter's Ball","BURR","Watch this obnoxious, arrogant, loudmouth bother"
"A Winter's Ball","BURR","Be seated at the right hand of the father"
"A Winter's Ball","BURR","Washington hires Hamilton right on sight"
"A Winter's Ball","BURR","But Hamilton still wants to fight, not write"
"A Winter's Ball","BURR","Now Hamilton's skill with a quill is undeniable"
"A Winter's Ball","BURR","But what do we have in common? We're"
"A Winter's Ball","BURR","Reliable with the"
"A Winter's Ball","ALL MEN","Ladies!"
"A Winter's Ball","BURR","There are so many to deflower!"
"A Winter's Ball","ALL MEN","Ladies!"
"A Winter's Ball","BURR","Looks! Proximity to power"
"A Winter's Ball","ALL MEN","Ladies!"
"A Winter's Ball","BURR","They delighted and distracted him"
"A Winter's Ball","BURR","Martha Washington named her feral tomcat after him!"
"A Winter's Ball","HAMILTON","That's true!"
"A Winter's Ball","FULL COMPANY","1780"
"A Winter's Ball","BURR","A winter's ball"
"A Winter's Ball","BURR","And the Schuyler sisters are the envy of all"
"A Winter's Ball","BURR","Yo, if you can marry a sister, you're rich, son"
"A Winter's Ball","HAMILTON","Is it a question of if, Burr, or which one?"
"A Winter's Ball","BURR/HAMILTON/LAURENS","Hey"
"A Winter's Ball","BURR/HAMILTON/LAURENS","Hey"
"A Winter's Ball","BURR/HAMILTON/LAURENS","Hey hey"
"Helpless","BURR/HAMILTON/LAURENS & ALL WOMEN (EXCEPT ELIZA)","Hey hey hey hey"
"Helpless","ELIZA","Ohh, I do I do I do I"
"Helpless","WOMEN","Hey hey hey hey"
"Helpless","ELIZA","Dooo! Hey!"
"Helpless","WOMEN","Hey hey hey hey"
"Helpless","ELIZA","Ohh, I do I do I do I"
"Helpless","WOMEN","Hey hey hey hey"
"Helpless","ELIZA","Dooo! Boy you got me"
"Helpless","WOMEN","Hey hey hey hey"
"Helpless","ELIZA & WOMEN","Helpless!"
"Helpless","ELIZA & WOMEN","Look into your eyes, and the sky's the limit I'm helpless!"
"Helpless","ELIZA & WOMEN","Down for the count, and I'm drownin' in 'em"
"Helpless","ELIZA","I have never been the type to try and grab the spotlight"
"Helpless","ELIZA","We were at a revel with some rebels on a hot night"
"Helpless","ELIZA","Laughin' at my sister as she's dazzling the room"
"Helpless","ELIZA","Then you walked in and my heart went"
"Helpless","ELIZA","""Boom!"""
"Helpless","ELIZA","Tryin' to catch your eye from the side of the ballroom"
"Helpless","ELIZA","Everybody's dancin' and the band's top volume"
"Helpless","ELIZA & WOMEN","Grind to the rhythm as we wine and dine"
"Helpless","ELIZA","Grab my sister, and whisper,"
"Helpless","ELIZA","""Yo this one's mine."""
"Helpless","WOMEN","Ooh"
"Helpless","ELIZA","My sister made her way across the room to you "
"Helpless","WOMEN","Ooh"
"Helpless","ELIZA","And I got nervous, thinking"
"Helpless","ELIZA","""What's she gonna do?"""
"Helpless","WOMEN","Ooh"
"Helpless","ELIZA","She grabbed you by the arm, I'm thinking'"
"Helpless","ELIZA","""I'm through"""
"Helpless","WOMEN","Ooh"
"Helpless","ELIZA","Then you look back at me and suddenly I'm"
"Helpless","ELIZA","Helpless!"
"Helpless","WOMEN","Oh, look at those eyes"
"Helpless","WOMEN","Look into your eyes"
"Helpless","WOMEN","And the sky's the limit"
"Helpless","ELIZA","Oh!"
"Helpless","WOMEN","I'm helpless"
"Helpless","ELIZA","Yeah, I'm helpless, I know"
"Helpless","WOMEN","Down for the count and I'm drownin' in 'em"
"Helpless","WOMEN","I'm helpless"
"Helpless","ELIZA","I'm so into you"
"Helpless","WOMEN","Look into your eyes"
"Helpless","ELIZA","I am so into you"
"Helpless","WOMEN","And the sky's the limit, I'm helpless"
"Helpless","ELIZA","I know I'm down for the count and I'm drownin' in 'em"
"Helpless","WOMEN","Down for the count and I'm drownin' in 'em"
"Helpless","HAMILTON","Where are you taking me?"
"Helpless","ANGELICA","I'm about to change your life"
"Helpless","HAMILTON","Then by all means, lead the way"
"Helpless","ELIZA","Elizabeth Schuyler. It's a pleasure to meet you"
"Helpless","HAMILTON","Schuyler?"
"Helpless","ANGELICA","My sister"
"Helpless","ELIZA","Thank you for all your service"
"Helpless","HAMILTON","If it takes fighting a war for us to meet, it will have been worth it"
"Helpless","ANGELICA","I'll leave you to it"
"Helpless","ELIZA & WOMEN","One week later"
"Helpless","ELIZA","I'm writin' a letter nightly"
"Helpless","ELIZA","Now my life gets better, every letter that you write me"
"Helpless","ELIZA","Laughin' at my sister, cuz she wants to form a harem"
"Helpless","ANGELICA","I'm just sayin', if you really loved me, you would share him"
"Helpless","ELIZA","Ha!"
"Helpless","ELIZA","Two weeks later in the living room stressin' "
"Helpless","WOMEN","stressin'"
"Helpless","ELIZA","My father's stone-faced while you're asking for his blessin' "
"Helpless","WOMEN","blessin'"
"Helpless","ELIZA","I'm dying inside, as you wine and dine"
"Helpless","ELIZA","And I'm tryin' not to cry"
"Helpless","ELIZA","cause there's nothing that your mind can't do "
"Helpless","WOMEN","Ooh"
"Helpless","ELIZA","My father makes his way across the room to you "
"Helpless","WOMEN","Ooh"
"Helpless","ELIZA","I panic for a second, thinking ""we're through""Ooh"
"Helpless","ELIZA","But then he shakes your hand and says"
"Helpless","ELIZA","""Be true"""
"Helpless","WOMEN","Ooh"
"Helpless","ELIZA","And you turn back to me, smiling, and I'm"
"Helpless","ELIZA","Helpless! "
"Helpless","WOMEN","Helpless!"
"Helpless","WOMEN","Look into your eyes and the sky's the limit"
"Helpless","WOMEN","I'm helpless"
"Helpless","ELIZA","Helpless"
"Helpless","WOMEN","Down for the count and I'm drownin' in 'em "
"Helpless","ELIZA","hoo!"
"Helpless","WOMEN","I'm helpless!"
"Helpless","ELIZA","That boy is mine, that boy is mine"
"Helpless","WOMEN","Look into your eyes and the sky's the limit"
"Helpless","WOMEN","I'm helpless"
"Helpless","ELIZA","Helpless, helpless"
"Helpless","ELIZA","Down for the count and I'm drownin' in 'em"
"Helpless","WOMEN","Down for the count and I'm drownin' in 'em"
"Helpless","HAMILTON","Eliza, I don't have a dollar to my name"
"Helpless","HAMILTON","An acre of land, a troop to command, a dollop of fame"
"Helpless","HAMILTON","All I have's my honor, a tolerance for pain"
"Helpless","HAMILTON","A couple of college credits and my top-notch brain"
"Helpless","HAMILTON","Insane, your family brings out a different side of me"
"Helpless","HAMILTON","Peggy confides in me, Angelica tried to take a bite of me"
"Helpless","HAMILTON","No stress, my love for you is never in doubt"
"Helpless","HAMILTON","We'll get a little place in Harlem and we'll figure it out"
"Helpless","HAMILTON","I've been livin' without a family since I was a child"
"Helpless","HAMILTON","My father left, my mother died, I grew up buckwild"
"Helpless","HAMILTON","But I'll never forget my mother's face, that was real"
"Helpless","HAMILTON","And long as I'm alive, Eliza, swear to God"
"Helpless","HAMILTON","You'll never feel so..."
"Helpless","WOMEN","Helpless!"
"Helpless","ELIZA","I do, I do, I do, I do!"
"Helpless","HAMILTON","Eliza"
"Helpless","WOMEN","Helpless!"
"Helpless","ELIZA","I do, I do, I do, I do!"
"Helpless","HAMILTON","I've never felt so-"
"Helpless","WOMEN","Helpless!"
"Helpless","ELIZA","Hey, yeah, yeah!"
"Helpless","WOMEN","Down for the count and I'm drownin' in 'em"
"Helpless","ELIZA","I'm down for the count, I'm-"
"Helpless","WOMEN","Helpless!"
"Helpless","HAMILTON","My life is gon' be fine"
"Helpless","HAMILTON","cause Eliza's in it"
"Helpless","WOMEN","Helpless!"
"Helpless","ELIZA","I look into your eyes and the sky's the limit, I'm-"
"Helpless","WOMEN","Helpless!"
"Helpless","WOMEN","Down for the count and I'm drownin' in 'em...drownin' in 'em"
"Helpless","WOMEN","In New York, you can be a new man..."
"Helpless","WOMEN","In New York, you can be a new man..."
"Helpless","WOMEN","In New York, you can be a new man..."
"Helpless","ELIZA","Helpless"
"Satisfied","LAURENS","Alright, alright. That's what I'm talkin' about!"
"Satisfied","LAURENS","Now everyone give it up for the maid of honor"
"Satisfied","LAURENS","Angelica Schuyler!"
"Satisfied","ANGELICA","A toast to the groom!"
"Satisfied","MEN","To the groom!"
"Satisfied","MEN","To the groom!"
"Satisfied","COMPANY (EXCEPT ANGELICA)","To the groom!"
"Satisfied","ANGELICA","To the bride!"
"Satisfied","WOMEN","To the bride!"
"Satisfied","MEN","To the bride!"
"Satisfied","COMPANY (EXCEPT ANGELICA)","To the bride!"
"Satisfied","ANGELICA","From your sister"
"Satisfied","MEN","Angelica!"
"Satisfied","MEN","Angelica!"
"Satisfied","COMPANY (EXCEPT ANGELICA)","Angelica!"
"Satisfied","ANGELICA","Who is always by your side"
"Satisfied","MEN","By your side!"
"Satisfied","ELIZA & WOMEN","By your side!"
"Satisfied","ANGELICA","To your union"
"Satisfied","COMPANY (EXCEPT ANGELICA)","To the union! To the revolution!"
"Satisfied","ANGELICA","And the hope that you provide"
"Satisfied","ELIZA & WOMEN","You provide!"
"Satisfied","COMPANY (EXCEPT ANGELICA)","You provide!"
"Satisfied","ANGELICA","May you always... "
"Satisfied","ELIZA/HAMILTON & MEN & WOMEN","Always"
"Satisfied","ANGELICA","Be satisfied "
"Satisfied","ELIZA/HAMILTON & MEN & WOMEN","Rewind"
"Satisfied","Recorded Samples","Rewind, Rewind"
"Satisfied","Recorded Samples","Helpless, sky's, sky's"
"Satisfied","Recorded Samples","Drownin' in em"
"Satisfied","Recorded Samples","Drownin', rewind"
"Satisfied","Recorded Samples","I remember that night, I just might "
"Satisfied","Recorded Samples","rewind"
"Satisfied","Recorded Samples","I remember that night, I just might "
"Satisfied","Recorded Samples","rewind"
"Satisfied","Recorded Samples","I remember that night, I remember that-"
"Satisfied","ANGELICA","I remember that night, I just might"
"Satisfied","ANGELICA","Regret that night for the rest of my days"
"Satisfied","ANGELICA","I remember those soldier boys"
"Satisfied","ANGELICA","Tripping over themselves to win our praise"
"Satisfied","ANGELICA","I remember that dreamlike candlelight"
"Satisfied","ANGELICA","Like a dream that you can't quite place"
"Satisfied","ANGELICA","But Alexander, I'll never forget the first"
"Satisfied","ANGELICA","Time I saw your face"
"Satisfied","ANGELICA","I have never been the same"
"Satisfied","ANGELICA","Intelligent eyes in a hunger-pang frame"
"Satisfied","ANGELICA","And when you said"
"Satisfied","ANGELICA","""Hi,"" I forgot my dang name"
"Satisfied","ANGELICA","Set my heart aflame, ev'ry part aflame"
"Satisfied","FULL COMPANY","This is not a game..."
"Satisfied","HAMILTON","You strike me as a woman who has never been satisfied"
"Satisfied","ANGELICA","I'm sure I don't know what you mean. You forget yourself"
"Satisfied","HAMILTON","You're like me. I'm never satisfied"
"Satisfied","ANGELICA","Is that right?"
"Satisfied","HAMILTON","I have never been satisfied"
"Satisfied","ANGELICA","My name is Angelica Schuyler"
"Satisfied","HAMILTON","Alexander Hamilton"
"Satisfied","ANGELICA","Where's your fam'ly from?"
"Satisfied","HAMILTON","Unimportant. There's a million things I haven't done but"
"Satisfied","HAMILTON","Just you wait, just you wait..."
"Satisfied","ANGELICA","So so so-"
"Satisfied","ANGELICA","So this is what it feels like to match wits"
"Satisfied","ANGELICA","With someone at your level! What the hell is the catch? It's"
"Satisfied","ANGELICA","The feeling of freedom, of seein' the light"
"Satisfied","ANGELICA","It's Ben Franklin with a key and a kite! You see it, right?"
"Satisfied","ANGELICA","The conversation lasted two minutes, maybe three minutes"
"Satisfied","ANGELICA","Ev'rything we said in total agreement, it's"
"Satisfied","ANGELICA","A dream and it's a bit of a dance"
"Satisfied","ANGELICA","A bit of a posture, it's a bit of a stance. He's a"
"Satisfied","ANGELICA","Bit of a flirt, but I'm 'a give it a chance"
"Satisfied","ANGELICA","I asked about his fam'ly, did you see his answer?"
"Satisfied","ANGELICA","His hands started fidgeting, he looked askance?"
"Satisfied","ANGELICA","He's penniless, he's flying by the seat of his pants"
"Satisfied","ANGELICA","Handsome, boy, does he know it!"
"Satisfied","ANGELICA","Peach fuzz, and he can't even grow it!"
"Satisfied","ANGELICA","I wanna take him far away from this place"
"Satisfied","ANGELICA","Then I turn and see my sister's face and she is..."
"Satisfied","ELIZA","Helpless..."
"Satisfied","ANGELICA","And I know she is..."
"Satisfied","ELIZA","Helpless..."
"Satisfied","ANGELICA","And her eyes are just..."
"Satisfied","ELIZA","Helpless..."
"Satisfied","ANGELICA","And I realize"
"Satisfied","ANGELICA & COMPANY","Three fundamental truths at the exact same time..."
"Satisfied","HAMILTON","Where are you taking me?"
"Satisfied","ANGELICA","I'm about to change your life"
"Satisfied","HAMILTON","Then by all means, lead the way"
"Satisfied","COMPANY (EXCEPT ANGELICA)","Number one!"
"Satisfied","ANGELICA","I'm a girl in a world in which"
"Satisfied","ANGELICA","My only job is to marry rich"
"Satisfied","ANGELICA","My father has no sons so I'm the one"
"Satisfied","ANGELICA","Who has to social climb for one"
"Satisfied","ANGELICA","So I'm the oldest and the wittiest and the gossip in"
"Satisfied","ANGELICA","New York City is insidious"
"Satisfied","ANGELICA","And Alexander is penniless"
"Satisfied","ANGELICA","Ha! That doesn't mean I want him any less"
"Satisfied","ELIZA","Elizabeth Schuyler. It's a pleasure to meet you"
"Satisfied","HAMILTON","Schuyler?"
"Satisfied","ANGELICA","My sister"
"Satisfied","COMPANY","Number two!"
"Satisfied","ANGELICA","He's after me cuz I'm a Schuyler sister"
"Satisfied","ANGELICA","That elevates his status, I'd"
"Satisfied","ANGELICA","Have to be naïve to set that aside"
"Satisfied","ANGELICA","Maybe that is why I introduce him to Eliza"
"Satisfied","ANGELICA","Now that's his bride"
"Satisfied","ANGELICA","Nice going, Angelica, he was right"
"Satisfied","ANGELICA","You will never be satisfied"
"Satisfied","ELIZA","Thank you for all your service"
"Satisfied","HAMILTON","If it takes fighting a war for us to meet, it will have been worth it"
"Satisfied","ANGELICA","I'll leave you to it"
"Satisfied","COMPANY","Number three!"
"Satisfied","ANGELICA","I know my sister like I know my own mind"
"Satisfied","ANGELICA","You will never find anyone as trusting or as kind"
"Satisfied","ANGELICA","If I tell her that I love him she'd be silently resigned"
"Satisfied","ANGELICA","He'd be mine"
"Satisfied","ANGELICA","She would say,"
"Satisfied","ANGELICA","""I'm fine"""
"Satisfied","ANGELICA & COMPANY","She'd be lying"
"Satisfied","ANGELICA","But when I fantasize at night"
"Satisfied","ANGELICA","It's Alexander's eyes"
"Satisfied","ANGELICA","As I romanticize what might"
"Satisfied","ANGELICA","Have been if I hadn't sized him"
"Satisfied","ANGELICA","Up so quickly"
"Satisfied","ANGELICA","At least my dear Eliza's his wife; At least I keep my eyes in my life ..."
"Satisfied","ANGELICA","He will never be satisfied"
"Satisfied","ANGELICA","I will never be satisfied"
"Satisfied","ANGELICA","To the groom!"
"Satisfied","MEN (EXCEPT HAMILTON)","To the groom!"
"Satisfied","MEN (EXCEPT HAMILTON)","To the groom!"
"Satisfied","COMPANY (EXCEPT ANGLIECA & ELIZA & HAMILTON)","To the groom!"
"Satisfied","ANGELICA","To the bride!"
"Satisfied","WOMEN (EXEPT ELIZA)","To the bride!"
"Satisfied","MEN (EXCEPT HAMILTON)","To the bride!"
"Satisfied","COMPANY (EXCEPT ANGLIECA & ELIZA & HAMILTON)","To the bride!"
"Satisfied","ANGELICA","From your sister"
"Satisfied","MEN","Angelica!"
"Satisfied","MEN","Angelica!"
"Satisfied","ELIZA, MEN & WOMEN","Angelica!"
"Satisfied","ANGELICA","Who is always by your side"
"Satisfied","MEN","By your side!"
"Satisfied","ELIZA & WOMEN","By your side!"
"Satisfied","ANGELICA","To your union"
"Satisfied","ELIZA, MEN & WOMEN","To the union! To the revolution!"
"Satisfied","ANGELICA","And the hope that you provide"
"Satisfied","MEN","You provide!"
"Satisfied","ELIZA, MEN & WOMEN","You provide!"
"Satisfied","ANGELICA","May you always... "
"Satisfied","ELIZA/HAMILTON & MEN & WOMEN","Always"
"Satisfied","ANGELICA","Be satisfied"
"Satisfied","HAMILTON & MEN","Be satisfied"
"Satisfied","ELIZA & WOMEN","Be satisfied"
"Satisfied","ELIZA/HAMILTON & MEN & WOMEN","Be satisfied"
"Satisfied","ANGELICA","And I know"
"Satisfied","MEN","Be satisfied"
"Satisfied","MEN & WOMEN","Be satisfied"
"Satisfied","MEN","Be satisfied"
"Satisfied","ANGELICA","She'll be happy as his bride"
"Satisfied","MEN","Be satisfied"
"Satisfied","MEN","Be satisfied"
"Satisfied","MEN","Be satisfied"
"Satisfied","MEN","Be satisfied"
"Satisfied","ANGELICA","And I know"
"Satisfied","MEN","Be satisfied"
"Satisfied","MEN","Be satisfied"
"Satisfied","MEN","Be satisfied"
"Satisfied","MEN & WOMEN","Be satisfied"
"Satisfied","ANGELICA","He will never be satisfied"
"Satisfied","ANGELICA","I will never be satisfied"
"The Story of Tonight (Reprise)","LAURENS","I may not live to see our glory!"
"The Story of Tonight (Reprise)","LAFAYETTE/MULLIGAN","I may not live to see our glory!"
"The Story of Tonight (Reprise)","LAURENS","But I've seen wonders great and small"
"The Story of Tonight (Reprise)","LAFAYETTE/MULLIGAN","I've seen wonders great and small"
"The Story of Tonight (Reprise)","LAURENS","Cause if the tomcat can get married"
"The Story of Tonight (Reprise)","LAFAYETTE/MULLIGAN","If Alexander can get married-"
"The Story of Tonight (Reprise)","LAURENS","There's hope for our ass, after all!"
"The Story of Tonight (Reprise)","LAFAYETTE","Raise a glass to freedom"
"The Story of Tonight (Reprise)","LAURENS/MULLIGAN","Hey!"
"The Story of Tonight (Reprise)","LAURENS/MULLIGAN","Something you will never see again!"
"The Story of Tonight (Reprise)","MULLIGAN","No matter what she tells you"
"The Story of Tonight (Reprise)","LAFAYETTE","Let's have another round tonight!"
"The Story of Tonight (Reprise)","LAURENS","Raise a glass to the four of us!"
"The Story of Tonight (Reprise)","HAMILTON/LAFAYETTE","Ho!"
"The Story of Tonight (Reprise)","MULLIGAN","To the newly not poor of us!"
"The Story of Tonight (Reprise)","HAMILTON/LAFAYETTE/LAURENS","Woo!"
"The Story of Tonight (Reprise)","LAFAYETTE","We'll tell the story of tonight"
"The Story of Tonight (Reprise)","LAURENS","Let's have another round-"
"The Story of Tonight (Reprise)","HAMILTON","Well, if it isn't Aaron Burr"
"The Story of Tonight (Reprise)","BURR","Sir!"
"The Story of Tonight (Reprise)","HAMILTON","I didn't think that you would make it"
"The Story of Tonight (Reprise)","BURR","To be sure"
"The Story of Tonight (Reprise)","LAFAYETTE/MULLIGAN","Burr!"
"The Story of Tonight (Reprise)","BURR","I came to say congratulations"
"The Story of Tonight (Reprise)","MULLIGAN","Spit a verse, Burr!"
"The Story of Tonight (Reprise)","BURR","I see the whole gang is here"
"The Story of Tonight (Reprise)","LAFAYETTE","You are the worst, Burr!"
"The Story of Tonight (Reprise)","HAMILTON","Ignore them. Congrats to you, Lieutenant Colonel"
"The Story of Tonight (Reprise)","HAMILTON","I wish I had your command instead of manning George's journal"
"The Story of Tonight (Reprise)","BURR","No, you don't"
"The Story of Tonight (Reprise)","HAMILTON","Yes, I do"
"The Story of Tonight (Reprise)","BURR","Now, be sensible"
"The Story of Tonight (Reprise)","BURR","From what I hear, you've made yourself indispensable"
"The Story of Tonight (Reprise)","LAURENS","Well, well, I heard"
"The Story of Tonight (Reprise)","LAURENS","You've got a special someone on the side, Burr"
"The Story of Tonight (Reprise)","HAMILTON","Is that so?"
"The Story of Tonight (Reprise)","LAURENS","What are you tryin' to hide, Burr?"
"The Story of Tonight (Reprise)","BURR","I should go"
"The Story of Tonight (Reprise)","HAMILTON","No, these guys should go"
"The Story of Tonight (Reprise)","LAFAYETTE","What?"
"The Story of Tonight (Reprise)","LAURENS","No!"
"The Story of Tonight (Reprise)","HAMILTON","Leave us alone"
"The Story of Tonight (Reprise)","MULLIGAN","Man..."
"The Story of Tonight (Reprise)","HAMILTON","It's alright, Burr. I wish you'd brought this girl with you tonight, Burr"
"The Story of Tonight (Reprise)","BURR","You're very kind, but I'm afraid it's unlawful, sir"
"The Story of Tonight (Reprise)","HAMILTON","What do you mean?"
"The Story of Tonight (Reprise)","BURR","She's married"
"The Story of Tonight (Reprise)","HAMILTON","I see"
"The Story of Tonight (Reprise)","BURR","She's married to a British officer"
"The Story of Tonight (Reprise)","HAMILTON","Oh shit..."
"The Story of Tonight (Reprise)","BURR","Congrats again, Alexander. Smile more"
"The Story of Tonight (Reprise)","BURR","I'll see you on the other side of the war"
"The Story of Tonight (Reprise)","HAMILTON","I will never understand you"
"The Story of Tonight (Reprise)","HAMILTON","If you love this woman, go get her! What are you waiting for?"
"The Story of Tonight (Reprise)","BURR","I'll see you on the other side of the war"
"The Story of Tonight (Reprise)","HAMILTON","I'll see you on the other side of the war"
"Wait For It","BURR","Theodosia writes me a letter every day"
"Wait For It","BURR","I'm keeping the bed warm while her husband is away"
"Wait For It","BURR","He's on the British side in Georgia"
"Wait For It","BURR","He's trying to keep the colonies in line"
"Wait For It","BURR","But he can keep all of Georgia"
"Wait For It","BURR","Theodosia, she's mine"
"Wait For It","BURR","Love doesn't discriminate"
"Wait For It","BURR","Between the sinners"
"Wait For It","BURR","And the saints"
"Wait For It","BURR","It takes and it takes and it takes"
"Wait For It","BURR","And we keep loving anyway"
"Wait For It","BURR","We laugh and we cry"
"Wait For It","BURR","And we break"
"Wait For It","BURR","And we make our mistakes"
"Wait For It","BURR","And if there's a reason I'm by her side"
"Wait For It","BURR","When so many have tried"
"Wait For It","BURR","Then I'm willing to wait for it"
"Wait For It","BURR","I'm willing to wait for it"
"Wait For It","BURR","My grandfather was a fire and brimstone preacher"
"Wait For It","MEN","Preacher, preacher, preacher"
"Wait For It","BURR","But there are things that the homilies and hymns won't teach ya"
"Wait For It","MEN","Teach ya, teach ya, teach ya"
"Wait For It","BURR","My mother was a genius "
"Wait For It","WOMEN","genius"
"Wait For It","BURR","My father commanded respect "
"Wait For It","MEN","respect, respect"
"Wait For It","BURR","When they died they left no instructions"
"Wait For It","BURR","Just a legacy to protect"
"Wait For It","BURR & ENSEMBLE","Death doesn't discriminate"
"Wait For It","BURR & ENSEMBLE","Between the sinners"
"Wait For It","BURR & ENSEMBLE","And the saints"
"Wait For It","BURR & ENSEMBLE","It takes and it takes and it takes"
"Wait For It","BURR & ENSEMBLE","And we keep living anyway"
"Wait For It","BURR & ENSEMBLE","We rise and we fall"
"Wait For It","BURR & ENSEMBLE","And we break"
"Wait For It","BURR & ENSEMBLE","And we make our mistakes"
"Wait For It","BURR & ENSEMBLE","And if there's a reason I'm still alive"
"Wait For It","BURR & ENSEMBLE","When everyone who loves me has died"
"Wait For It","BURR & ENSEMBLE","I'm willing to wait for it"
"Wait For It","BURR & ENSEMBLE","I'm willing to wait for it"
"Wait For It","BURR & ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","BURR","I am the one thing in life I can control"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","BURR","I am inimitable"
"Wait For It","BURR","I am an original"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","BURR","I'm not falling behind or running late"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","ENSEMBLE","Wait for it"
"Wait For It","BURR","I'm not standing still"
"Wait For It","BURR","I am lying in wait"
"Wait For It","ENSEMBLE","Wait"
"Wait For It","ENSEMBLE","Wait"
"Wait For It","ENSEMBLE","Wait"
"Wait For It","BURR","Hamilton faces an endless uphill climb"
"Wait For It","ENSEMBLE","Climb"
"Wait For It","ENSEMBLE","Climb"
"Wait For It","ENSEMBLE","Climb"
"Wait For It","BURR","He has something to prove"
"Wait For It","BURR","He has nothing to lose"
"Wait For It","ENSEMBLE","Lose"
"Wait For It","ENSEMBLE","Lose"
"Wait For It","ENSEMBLE","Lose"
"Wait For It","ENSEMBLE","Lose"
"Wait For It","BURR","Hamilton's pace is relentless"
"Wait For It","BURR","He wastes no time"
"Wait For It","ENSEMBLE","Time"
"Wait For It","ENSEMBLE","Time"
"Wait For It","ENSEMBLE","Time"
"Wait For It","BURR","What is it like in his shoes?"
"Wait For It","BURR","Hamilton doesn't hesitate"
"Wait For It","BURR","He exhibits no restraint"
"Wait For It","BURR","He takes and he takes and he takes"
"Wait For It","BURR","And he keeps winning anyway"
"Wait For It","BURR","He changes the game"
"Wait For It","BURR","He plays and he raises the stakes"
"Wait For It","BURR","And if there's a reason"
"Wait For It","BURR","He seems to thrive when so few survive, then Goddamnit-"
"Wait For It","BURR","I'm willing to wait for it"
"Wait For It","COMPANY","Wait for it, wait for it"
"Wait For It","BURR","I'm willing to wait for it..."
